Ett modernare utsökningsförfarande;Betänkande//NN|NEU|SIN|IND|NOM//ROOT//0 av//PP//case//2 Utsökningsutredningen//NN|UTR|SIN|DEF|NOM//nmod//0
Bilaga 1 / Arbetets bedrivande och redovisning av uppdraget;Utredaren//NN|UTR|SIN|DEF|NOM//nsubj//13 ska//VB|PRS|AKT//aux//13 vidare//AB|KOM//advmod//13 uppmärksamma//VB|INF|AKT//parataxis//2 och//KN//cc//15 beakta//VB|INF|AKT//conj//13 Sveriges//PM|GEN//nmod:poss//18 internationella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//18 åtaganden//NN|NEU|PLU|IND|NOM//obj//15 .//MAD//punct//2
Bilaga 1 / Arbetets bedrivande och redovisning av uppdraget;Utredaren//NN|UTR|SIN|DEF|NOM//nsubj//2 ska//VB|PRS|AKT//aux//2 hålla//VB|INF|AKT//ROOT//2 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//2 informerad//PC|PRF|UTR|SIN|IND|NOM//xcomp//2 om//PP//compound:prt//2 och//KN//cc//7 beakta//VB|INF|AKT//conj//2 relevant//JJ|POS|NEU|SIN|IND|NOM//amod//9 arbete//NN|NEU|SIN|IND|NOM//obj//7 som//HP|-|-|-//nsubj//11 pågår//VB|PRS|AKT//acl:relcl//9 i//PP//case//13 Regeringskansliet//NN|NEU|SIN|DEF|NOM//obl//11 .//MAD//punct//2
Bilaga 1 / Arbetets bedrivande och redovisning av uppdraget;Utredaren//NN|UTR|SIN|DEF|NOM//nsubj//18 ska//VB|PRS|AKT//aux//18 särskilt//AB//advmod//18 följa//VB|INF|AKT//conj//2 arbetet//NN|NEU|SIN|DEF|NOM//obj//18 med//PP//case//21 anledning//NN|UTR|SIN|IND|NOM//obl//18 av//PP//case//24 Europadomstolens//PM|GEN//nmod:poss//24 dom//NN|UTR|SIN|IND|NOM//nmod//21 den//DT|UTR|SIN|DEF//det//27 21//RG|NOM//nummod//27 juni//NN|UTR|SIN|IND|NOM//obl//18 2012//RG|NOM//nummod//27 i//PP//case//30 målet//NN|NEU|SIN|DEF|NOM//nmod//31 Olsby//NN|UTR|SIN|IND|NOM//advmod//18 mot//PP//case//33 Sverige//PM|NOM//obl//18 (//PAD//punct//33 ECHR//PM|NOM//nmod//36 36124/06//RG|NOM//appos//33 )//PAD//punct//18 .//MAD//punct//2
Bilaga 1 / Arbetets bedrivande och redovisning av uppdraget;Om//SN//mark//2 utredaren//NN|UTR|SIN|DEF|NOM//nsubj//2 bedömer//VB|PRS|AKT//advcl//15 att//SN//mark//5 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//5 finns//VB|PRS|SFO//ccomp//2 fördelar//NN|UTR|PLU|IND|NOM//nsubj//5 med//PP//mark//9 att//IE//mark//9 redovisa//VB|INF|AKT//acl//6 delar//NN|UTR|PLU|IND|NOM//obj//9 av//PP//case//12 uppdraget//NN|NEU|SIN|DEF|NOM//nmod//10 separat//AB|POS//xcomp//9 ,//MID//punct//15 får//VB|PRS|AKT//aux//17 uppdraget//NN|NEU|SIN|DEF|NOM//nsubj:pass//17 redovisas//VB|INF|SFO//ROOT//17 genom//PP//case//19 delbetänkanden//NN|NEU|PLU|IND|NOM//obl//17 .//MAD//punct//17
Bilaga 1 / Arbetets bedrivande och redovisning av uppdraget;Uppdraget//NN|NEU|SIN|DEF|NOM//nsubj:pass//2 ska//VB|PRS|AKT//aux//2 redovisas//VB|INF|SFO//ROOT//2 senast//AB|SUV//case//6 den//DT|UTR|SIN|DEF//det//6 1//RO|NOM//nummod//6 november//NN|UTR|SIN|IND|NOM//obl//2 2016//RG|NOM//nummod//6 .//MAD//punct//2
Bilaga 1 / Arbetets bedrivande och redovisning av uppdraget;(//PAD//punct//10 Justitiedepartementet//PM|NOM//parataxis//2 )//PAD//punct//10

Bilaga 4 / Bilaga 2 / Bilaga 2 Nyckel – författningsförslag Bilaga 3 Bilaga 4 i tingsrätt genom en stadfäst förlikning åren 2012–2015;Dispositiva//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//nsubj//5 (//PAD//punct//0 ordinära//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//4 )//PAD//punct//2 tvistemål//NN|NEU|PLU|IND|NOM//appos//0 avgjorda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//ROOT//5 genom//PP//case//8 stadfäst//PC|PRF|UTR|SIN|IND|NOM//amod//8 förlikning//NN|UTR|SIN|IND|NOM//obl//5
Bilaga 4 / Bilaga 2 / Bilaga 2 Nyckel – författningsförslag Bilaga 3 Bilaga 4 i tingsrätt genom en stadfäst förlikning åren 2012–2015;Källa//NN|UTR|SIN|IND|NOM//ROOT//0 ://MID//punct//0
Bilaga 4 / Bilaga 2 / Bilaga 2 Nyckel – författningsförslag Bilaga 3 Bilaga 4 i tingsrätt genom en stadfäst förlikning åren 2012–2015;Domstolsverket//NN|NEU|SIN|DEF|NOM//appos//0 .//MAD//punct//0
Bilaga 4 / Bilaga 2 / Bilaga 2 Nyckel – författningsförslag Bilaga 3 Bilaga 4 i tingsrätt genom en stadfäst förlikning åren 2012–2015;Dispositiva//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//ROOT//0 (//PAD//punct//0 förenklade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//4 )//PAD//punct//2 tvistemål//NN|NEU|PLU|IND|NOM//nsubj//5 avgjorda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//parataxis//0 genom//PP//case//8 stadfäst//PC|PRF|UTR|SIN|IND|NOM//amod//8 förlikning//NN|UTR|SIN|IND|NOM//obl//5
Bilaga 4 / Bilaga 2 / Bilaga 2 Nyckel – författningsförslag Bilaga 3 Bilaga 4 i tingsrätt genom en stadfäst förlikning åren 2012–2015;Källa//NN|UTR|SIN|IND|NOM//ROOT//0 ://MID//punct//0
Bilaga 4 / Bilaga 2 / Bilaga 2 Nyckel – författningsförslag Bilaga 3 Bilaga 4 i tingsrätt genom en stadfäst förlikning åren 2012–2015;Domstolsverket//NN|NEU|SIN|DEF|NOM//appos//0 .//MAD//punct//0
Bilaga 4 / Bilaga 2 / Bilaga 2 Nyckel – författningsförslag Bilaga 3 Bilaga 4 i tingsrätt genom en stadfäst förlikning åren 2012–2015;Detta//DT|NEU|SIN|DEF//det//1 avtal//NN|NEU|SIN|IND|NOM//nsubj:pass//3 har//VB|PRS|AKT//aux//3 upprättats//VB|SUP|SFO//ROOT//3 av//PP//case//3 …//MAD//punct//3 …//NN|AN//punct//3 …//RG|NOM//punct//3 …//NN|NEU|SIN|IND|NOM//punct//3 …//NN|AN//punct//3 …//PP//punct//3 ……//JJ|POS|UTR/NEU|SIN|DEF|NOM//parataxis//3 ……//JJ|POS|UTR/NEU|SIN|DEF|NOM//nsubj//11 ……//JJ|POS|UTR/NEU|SIN|DEF|NOM//obj//11 ……//NN|UTR|SIN|DEF|NOM//obj//11 .//MAD//punct//3
Bilaga 4 / Bilaga 2 / Bilaga 2 Nyckel – författningsförslag Bilaga 3 Bilaga 4 i tingsrätt genom en stadfäst förlikning åren 2012–2015;Kronofogden//NN|UTR|SIN|DEF|NOM//nmod//1 X//RG|NOM//ROOT//1
Bilaga 4 / Bilaga 2 / Bilaga 2 Nyckel – författningsförslag Bilaga 3 Bilaga 4 i tingsrätt genom en stadfäst förlikning åren 2012–2015;Detta//DT|NEU|SIN|DEF//det//1 avtal//NN|NEU|SIN|IND|NOM//nsubj:pass//3 har//VB|PRS|AKT//aux//3 upprättats//VB|SUP|SFO//ROOT//3 i//PP//case//6 3//RG|NOM//nummod//6 exemplar//NN|NEU|PLU|IND|NOM//obl//3 .//MAD//punct//3
Bilaga 4 / Bilaga 2 / Bilaga 2 Nyckel – författningsförslag Bilaga 3 Bilaga 4 i tingsrätt genom en stadfäst förlikning åren 2012–2015;Parterna//NN|UTR|PLU|DEF|NOM//nsubj//10 har//VB|PRS|AKT//aux//10 fått//VB|SUP|AKT//parataxis//3 ett//DT|NEU|SIN|IND//det//12 exemplar//NN|NEU|SIN|IND|NOM//obj//10 .//MAD//punct//10
Bilaga 4 / Bilaga 2 / Bilaga 2 Nyckel – författningsförslag Bilaga 3 Bilaga 4 i tingsrätt genom en stadfäst förlikning åren 2012–2015;Ett//DT|NEU|SIN|IND//det//15 exemplar//NN|NEU|SIN|IND|NOM//nsubj:pass//16 läggs//VB|PRS|SFO//conj//10 in//PL//compound:prt//16 i//PP//case//20 Kronofogdemyndighetens//PM|GEN//nmod:poss//20 akt//NN|UTR|SIN|IND|NOM//obl//16 .//MAD//punct//10


Bilaga 6 / Beskattningsdatabasen;I//PP//case//2 Skatteverkets//NN|NEU|SIN|DEF|GEN//nmod:poss//2 beskattningsdatabas//NN|UTR|SIN|IND|NOM//obl//3 finns//VB|PRS|SFO//ROOT//3 uppgifter//NN|UTR|PLU|IND|NOM//nsubj//3 som//HP|-|-|-//nsubj:pass//11 med//PP//case//10 hjälp//NN|UTR|SIN|IND|NOM//fixed//6 av//PP//fixed//6 automatiserad//PC|PRF|UTR|SIN|IND|NOM//amod//10 behandling//NN|UTR|SIN|IND|NOM//obl//11 används//VB|PRS|SFO//acl:relcl//4 gemensamt//AB|POS//advmod//11 i//PP//case//14 verksamheten//NN|UTR|SIN|DEF|NOM//obl//11 för//PP//case//17 författningsreglerade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//17 ändamål//NN|NEU|PLU|IND|NOM//nmod//14 .//MAD//punct//3
Bilaga 6 / Beskattningsdatabasen;Bestämmelserna//NN|UTR|PLU|DEF|NOM//nsubj//26 om//PP//case//22 databasens//NN|UTR|SIN|DEF|GEN//nmod:poss//22 ändamål//NN|NEU|SIN|IND|NOM//nmod//19 och//KN//cc//24 innehåll//NN|NEU|SIN|IND|NOM//conj//22 m.m.//AB|AN//conj//22 finns//VB|PRS|SFO//parataxis//3 i//PP//case//28 lagen//NN|UTR|SIN|DEF|NOM//obl//26 (//PAD//punct//30 2001:181//RG|NOM//obl//26 )//PAD//punct//30 och//KN//cc//33 förordningen//NN|UTR|SIN|DEF|NOM//conj//30 (//PAD//punct//35 2001:588//RG|NOM//appos//33 )//PAD//punct//35 om//PP//case//38 behandling//NN|UTR|SIN|IND|NOM//nmod//33 av//PP//case//40 uppgifter//NN|UTR|PLU|IND|NOM//nmod//38 i//PP//case//43 Skatteverkets//NN|NEU|SIN|DEF|GEN//nmod:poss//43 beskattningsverksamhet//NN|UTR|SIN|IND|NOM//nmod//38 .//MAD//punct//26
Bilaga 6 / Beskattningsdatabasen;Databasen//NN|UTR|SIN|DEF|NOM//nsubj//46 innehåller//VB|PRS|AKT//parataxis//26 uppgifter//NN|UTR|PLU|IND|NOM//obj//46 som//HP|-|-|-//nsubj//49 avser//VB|PRS|AKT//acl:relcl//47 både//KN//cc//55 fysiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//54 och//KN//cc//53 juridiska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//51 personers//NN|UTR|PLU|IND|GEN//nmod:poss//55 deklarationer//NN|UTR|PLU|IND|NOM//obj//49 .//MAD//punct//46
Bilaga 6 / Beskattningsdatabasen;Bl.a.//AB|AN//advmod//58 finns//VB|PRS|SFO//parataxis//46 person-//NN|UTR|-|-|SMS//nsubj//58 och//KN//cc//61 adressuppgifter//NN|UTR|PLU|IND|NOM//conj//59 och//KN//cc//63 kontrolluppgifter//NN|UTR|PLU|IND|NOM//conj//59 för//PP//case//68 de//DT|UTR/NEU|PLU|DEF//det//68 två//RG|NOM//nummod//68 senaste//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//68 beskattningsåren//NN|NEU|PLU|DEF|NOM//obl//58 som//HP|-|-|-//nsubj//70 visar//VB|PRS|AKT//acl:relcl//68 arbetsgivare//NN|UTR|SIN|IND|NOM//obj//70 ,//MID//punct//73 inkomst//NN|UTR|SIN|IND|NOM//conj//71 ,//MID//punct//75 skatteavdrag//NN|NEU|SIN|IND|NOM//conj//71 samt//KN//cc//77 kapital//NN|NEU|SIN|IND|NOM//conj//71 och//KN//cc//79 ränte-/avkastningsuppgifter//AB|AN//conj//71 .//MID//punct//58
Bilaga 6 / Beskattningsdatabasen;Dessutom//AB//advmod//82 finns//VB|PRS|SFO//conj//58 uppgifter//NN|UTR|PLU|IND|NOM//nsubj//82 om//PP//case//86 varje//DT|UTR/NEU|SIN|IND//det//86 fastighet//NN|UTR|SIN|IND|NOM//obl//82 ,//MID//punct//86 dess//PS|UTR/NEU|SIN/PLU|DEF//nmod:poss//89 beteckning//NN|UTR|SIN|IND|NOM//conj//86 och//KN//cc//91 taxeringsvärde//NN|NEU|SIN|IND|NOM//conj//89 samt//KN//cc//93 ägarförhållanden//NN|UTR|SIN|DEF|NOM//conj//89 i//PP//case//95 fåmansföretag//NN|NEU|PLU|IND|NOM//nmod//93 .//MAD//punct//86
Bilaga 6 / Beskattningsdatabasen;Uppgifterna//NN|UTR|PLU|DEF|NOM//nsubj:pass//101 i//PP//case//99 beskattningsdatabasen//NN|UTR|SIN|DEF|NOM//nmod//97 kan//VB|PRS|AKT//aux//101 ändras//VB|INF|SFO//conj//82 under//PP//case//104 taxeringsarbetets//NN|NEU|SIN|DEF|GEN//nmod:poss//104 gång//NN|UTR|SIN|IND|NOM//obl//101 .//MAD//punct//101
Bilaga 6 / Beskattningsdatabasen;Uppgifter//NN|UTR|PLU|IND|NOM//nsubj:pass//110 om//PP//case//109 preliminära//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//109 debiteringar//NN|UTR|PLU|IND|NOM//nmod//106 uppdateras//VB|PRS|SFO//parataxis//101 löpande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//110 ,//MID//punct//115 medan//SN//mark//115 inkomstuppgifter//NN|UTR|PLU|IND|NOM//nsubj:pass//115 registreras//VB|PRS|SFO//advcl//110 en//DT|UTR|SIN|IND//det//117 gång//NN|UTR|SIN|IND|NOM//nsubj:pass//115 om//PP//case//119 året//NN|NEU|SIN|DEF|NOM//nmod//117 .//MAD//punct//26
Bilaga 6 / Beskattningsdatabasen;Kronofogdemyndigheten//NN|UTR|SIN|DEF|NOM//nsubj//123 har//VB|PRS|AKT//aux//123 åtkomst//NN|UTR|SIN|IND|NOM//parataxis//26 till//PP//case//126 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//126 uppgifter//NN|UTR|PLU|IND|NOM//obl//123 i//PP//case//128 beskattningsdatabasen//NN|UTR|SIN|DEF|NOM//obl//123 .//MAD//punct//26

Bilaga 6 / Socialförsäkringsdatabasen;Försäkringskassan//NN|UTR|SIN|DEF|NOM//nsubj//1 behandlar//VB|PRS|AKT//ROOT//1 personuppgifter//NN|UTR|PLU|IND|NOM//obj//1 för//PP//mark//6 att//IE//mark//6 kunna//VB|INF|AKT//aux//6 administrera//VB|INF|AKT//advcl//1 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//8 förmåner//NN|UTR|PLU|IND|NOM//obj//6 och//KN//cc//10 bidrag//NN|NEU|PLU|IND|NOM//conj//8 .//MAD//punct//1
Bilaga 6 / Socialförsäkringsdatabasen;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//15 kan//VB|PRS|AKT//aux//15 exempelvis//AB//advmod//15 handla//VB|INF|AKT//conj//1 om//PP//mark//18 att//IE//mark//18 betala//VB|INF|AKT//advcl//15 ut//PL//compound:prt//18 sjukpenning//NN|UTR|SIN|IND|NOM//obj//18 ,//MID//punct//22 föräldrapenning//NN|UTR|SIN|IND|NOM//conj//20 och//KN//cc//24 barnbidrag//NN|NEU|SIN|IND|NOM//conj//20 .//MAD//punct//15
Bilaga 6 / Socialförsäkringsdatabasen;Försäkringskassan//NN|UTR|SIN|DEF|NOM//amod//27 behandling//NN|UTR|SIN|IND|NOM//nsubj//30 av//PP//case//29 personuppgifter//NN|UTR|PLU|IND|NOM//nmod//27 sker//VB|PRS|AKT//parataxis//15 huvudsakligen//AB//advmod//30 i//PP//case//34 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//34 socialförsäkringsregister//NN|UTR|PLU|IND|NOM//obl//30 .//MAD//punct//30
Bilaga 6 / Socialförsäkringsdatabasen;Särskilda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//37 bestämmelser//NN|UTR|PLU|IND|NOM//nsubj//41 för//PP//case//40 dessa//DT|UTR/NEU|PLU|DEF//det//40 register//NN|NEU|PLU|IND|NOM//nmod//37 finns//VB|PRS|SFO//parataxis//30 i//PP//case//43 socialförsäkringsbalkens//NN|UTR|SIN|DEF|GEN//obl//41 (//PAD//punct//45 2010:110//RG|NOM//appos//43 )//PAD//punct//45 kap.//NN|AN//nmod//48 114//RG|NOM//nmod//43 .//MAD//punct//15
Bilaga 6 / Socialförsäkringsdatabasen;Socialförsäkringsregistren//NN|UTR|SIN|DEF|NOM//nsubj//51 ingår//VB|PRS|AKT//parataxis//15 i//PP//case//55 den//DT|UTR|SIN|DEF//det//55 s.k.//AB|AN//amod//55 socialförsäkringsdatabasen//NN|UTR|SIN|DEF|NOM//obl//51 .//MAD//punct//15
Bilaga 6 / Socialförsäkringsdatabasen;De//DT|UTR/NEU|PLU|DEF//det//59 flesta//JJ|SUV|UTR/NEU|PLU|DEF|NOM//amod//59 personuppgifter//NN|UTR|PLU|IND|NOM//appos//15 som//HP|-|-|-//nsubj//61 finns//VB|PRS|SFO//acl:relcl//59 i//PP//case//63 socialförsäkringsdatabasen//NN|UTR|SIN|DEF|NOM//obl//61 hämtar//VB|PRS|AKT//conj//15 Försäkringskassan//NN|UTR|SIN|DEF|NOM//nsubj//64 in//AB//advmod//70 från//PP//case//70 de//DT|UTR/NEU|PLU|DEF//det//70 enskilda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//70 själva//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//advcl//64 .//MAD//punct//15
Bilaga 6 / Socialförsäkringsdatabasen;Personuppgifter//NN|UTR|PLU|IND|NOM//nsubj//82 som//HP|-|-|-//obj//75 Försäkringskassan//NN|UTR|SIN|DEF|NOM//nsubj//75 hämtar//VB|PRS|AKT//acl:relcl//72 in//PL//compound:prt//75 från//PP//case//79 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//79 myndigheter//NN|UTR|PLU|IND|NOM//obl//75 är//VB|PRS|AKT//cop//82 exempelvis//AB//advmod//82 folkbokföringsuppgifter//NN|UTR|PLU|IND|NOM//parataxis//15 från//PP//case//84 Skatteverket//PM|NOM//nmod//82 ,//MID//punct//86 uppgifter//NN|UTR|PLU|IND|NOM//conj//84 om//PP//case//88 studerande//NN|UTR|PLU|IND|NOM//nmod//86 från//PP//case//91 Centrala//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//91 Studiestödsnämnden//NN|UTR|SIN|DEF|NOM//nmod//88 och//KN//cc//93 uppgifter//NN|UTR|PLU|IND|NOM//conj//91 om//PP//case//95 arbetslösa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//nmod//93 från//PP//case//97 Arbetsförmedlingen//NN|UTR|SIN|DEF|NOM//nmod//95 och//KN//cc//99 arbetslöshetskassorna//NN|UTR|PLU|DEF|NOM//conj//97 .//MAD//punct//82
Bilaga 6 / Socialförsäkringsdatabasen;Exempel//NN|NEU|PLU|IND|NOM//nsubj//110 på//PP//case//103 personuppgifter//NN|UTR|PLU|IND|NOM//nmod//101 som//HP|-|-|-//nsubj:pass//105 lämnas//VB|PRS|SFO//acl:relcl//103 ut//PL//compound:prt//105 från//PP//case//108 socialförsäkringsdatabasen//NN|UTR|SIN|DEF|NOM//obl//105 är//VB|PRS|AKT//cop//110 uppgifter//NN|UTR|PLU|IND|NOM//conj//82 om//PP//case//112 tidsperioder//NN|UTR|PLU|IND|NOM//nmod//110 och//KN//cc//114 förmånsbelopp//NN|NEU|PLU|IND|NOM//conj//112 till//PP//case//116 Skatteverket//PM|NOM//nmod//114 ,//MID//punct//119 Centrala//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//119 Studiestödsnämnden//NN|UTR|SIN|DEF|NOM//conj//116 ,//MID//punct//121 Kronofogdemyndigheten//PM|NOM//conj//116 ,//MID//punct//123 kommunerna//NN|UTR|PLU|DEF|NOM//conj//116 och//KN//cc//125 Pensionsmyndigheten//NN|UTR|SIN|DEF|NOM//conj//116 .//MAD//punct//15
Bilaga 6 / Socialförsäkringsdatabasen;Kronofogdemyndigheten//NN|UTR|SIN|DEF|NOM//nsubj//129 har//VB|PRS|AKT//aux//129 åtkomst//NN|UTR|SIN|IND|NOM//parataxis//15 till//PP//case//132 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//132 uppgifter//NN|UTR|PLU|IND|NOM//obl//129 i//PP//case//134 socialförsäkringsdatabasen//NN|UTR|SIN|DEF|NOM//obl//129 .//MAD//punct//15

Bilaga 6 / Statens personadressregister;Kronofogdemyndigheten//NN|UTR|SIN|DEF|NOM//nsubj//1 har//VB|PRS|AKT//ROOT//1 tillgång//NN|UTR|SIN|IND|NOM//obj//1 till//PP//case//5 Statens//NN|UTR|SIN|DEF|GEN//nmod:poss//5 personadressregister//NN|UTR|PLU|IND|NOM//nmod//2 (//PAD//punct//5 SPAR//NN|NEU|SIN|IND|NOM//appos//5 )//PAD//punct//5 .//MAD//punct//1
Bilaga 6 / Statens personadressregister;SPAR//NN|NEU|SIN|DEF|NOM//nsubj//14 är//VB|PRS|AKT//cop//14 ett//DT|NEU|SIN|IND//det//14 offentligt//JJ|POS|NEU|SIN|IND|NOM//amod//14 register//NN|NEU|SIN|IND|NOM//nsubj//30 som//HP|-|-|-//nsubj//16 omfattar//VB|PRS|AKT//acl:relcl//14 alla//DT|UTR/NEU|PLU|IND/DEF//det//21 svenska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//21 och//KN//cc//20 utländska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//conj//18 medborgare//NN|UTR|PLU|IND|NOM//obj//16 som//HP|-|-|-//nsubj//24 är//VB|PRS|AKT//cop//24 folkbokförda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//acl:relcl//21 i//PP//case//26 Sverige//PM|NOM//obl//24 .//MAD//punct//14
Bilaga 6 / Statens personadressregister;I//PP//case//29 SPAR//NN|NEU|SIN|DEF|NOM//nmod//14 ingår//VB|PRS|AKT//parataxis//1 även//AB//advmod//30 personer//NN|UTR|PLU|IND|NOM//obj//30 som//HP|-|-|-//nsubj//35 har//VB|PRS|AKT//aux//35 fått//VB|SUP|AKT//acl:relcl//32 ett//DT|NEU|SIN|IND//det//37 samordningsnummer//NN|NEU|SIN|IND|NOM//obj//35 och//KN//cc//42 vars//HS|DEF//nmod:poss//40 identitet//NN|UTR|SIN|IND|NOM//nsubj//42 är//VB|PRS|AKT//cop//42 fastställd//PC|PRF|UTR|SIN|IND|NOM//conj//35 .//MAD//punct//1
Bilaga 6 / Statens personadressregister;Skatteverket//NN|NEU|SIN|DEF|NOM//nsubj//46 är//VB|PRS|AKT//cop//46 ansvarigt//JJ|POS|NEU|SIN|IND|NOM//conj//1 för//PP//case//48 SPAR//NN|NEU|SIN|IND|NOM//obl//46 .//MID//punct//46
Bilaga 6 / Statens personadressregister;Bestämmelser//NN|UTR|PLU|IND|NOM//nsubj//54 som//HP|-|-|-//nsubj//52 gäller//VB|PRS|AKT//acl:relcl//50 SPAR//NN|NEU|SIN|DEF|NOM//obj//52 finns//VB|PRS|SFO//parataxis//46 i//PP//case//56 lagen//NN|UTR|SIN|DEF|NOM//obl//54 (//PAD//punct//58 1998:527//RG|NOM//conj//54 )//PAD//punct//58 och//KN//cc//61 förordningen//NN|UTR|SIN|DEF|NOM//conj//54 (//PAD//punct//61 1998:1234//RG|NOM//appos//61 )//PAD//punct//63 om//PP//case//68 det//DT|NEU|SIN|DEF//det//68 statliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//68 personadressregistret//NN|NEU|SIN|DEF|NOM//obl//54 samt//KN//cc//72 i//PP//case//72 Skatteverkets//NN|NEU|SIN|DEF|GEN//nmod:poss//72 föreskrifter//NN|UTR|PLU|IND|NOM//conj//68 om//PP//case//74 utlämnande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//nmod//72 av//PP//case//76 uppgifter//NN|UTR|PLU|IND|NOM//nmod//74 ur//PP//case//78 SPAR//NN|NEU|SIN|DEF|NOM//nmod//76 (//PAD//punct//68 SKVFS//PM|NOM//appos//68 2011:06//RG|NOM//conj//68 samt//KN//cc//83 SKVFS//PM|NOM//conj//81 2012:06//RG|NOM//nummod//68 )//PAD//punct//54 .//MAD//punct//46
Bilaga 6 / Statens personadressregister;De//DT|UTR/NEU|PLU|DEF//det//88 uppgifter//NN|UTR|PLU|IND|NOM//nsubj//92 som//HP|-|-|-//nsubj//90 finns//VB|PRS|SFO//acl:relcl//88 är//VB|PRS|AKT//cop//92 personnummer//NN|NEU|SIN|IND|NOM//parataxis//46 ,//MID//punct//94 namn//NN|NEU|SIN|IND|NOM//conj//92 ,//MID//punct//96 folkbokföringsadress//NN|UTR|SIN|IND|NOM//conj//92 ,//MID//punct//98 folkbokföringsdatum//NN|NEU|SIN|IND|NOM//conj//92 ,//MID//punct//100 folkbokföringsort//NN|UTR|SIN|IND|NOM//conj//92 ,//MID//punct//102 län//NN|NEU|SIN|IND|NOM//conj//92 ,//MID//punct//104 kommun//NN|UTR|SIN|IND|NOM//conj//92 ,//MID//punct//106 församling//NN|UTR|SIN|IND|NOM//conj//92 ,//MID//punct//108 svensk//JJ|POS|UTR|SIN|IND|NOM//conj//92 eller//KN//cc//110 utländsk//JJ|POS|UTR|SIN|IND|NOM//amod//112 särskild//PC|PRF|UTR|SIN|IND|NOM//amod//112 postadress//NN|UTR|SIN|IND|NOM//conj//92 som//HP|-|-|-//nsubj:pass//114 anmälts//VB|SUP|SFO//acl:relcl//112 till//PP//case//116 folkbokföringen//NN|UTR|SIN|DEF|NOM//obl//114 ,//MID//punct//118 avliden//JJ|POS|UTR|SIN|IND|NOM//conj//116 ,//MID//punct//120 utvandrad//PC|PRF|UTR|SIN|IND|NOM//conj//116 och//KN//cc//123 senaste//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//123 ändringsdatum//NN|NEU|SIN|IND|NOM//conj//116 i//PP//case//125 SPAR//NN|NEU|SIN|DEF|NOM//nmod//123 .//MID//punct//46
Bilaga 6 / Statens personadressregister;Vidare//AB|KOM//advmod//128 finns//VB|PRS|SFO//parataxis//46 uppgift//NN|UTR|SIN|IND|NOM//nsubj//128 om//PP//case//131 make//NN|UTR|SIN|IND|NOM//nmod//129 ///MID//cc//133 maka//NN|UTR|SIN|IND|NOM//conj//131 ///MID//cc//135 partner//NN|UTR|PLU|IND|NOM//conj//131 och//KN//cc//138 om//PP//case//138 vårdnadshavare//NN|UTR|PLU|IND|NOM//conj//131 för//PP//case//140 barn//NN|NEU|PLU|IND|NOM//nmod//138 under//AB//advmod//142 18//RG|NOM//nummod//143 år//NN|NEU|PLU|IND|NOM//nmod//140 .//MAD//punct//46

Bilaga 6 / Näringslivsregistret;I//PP//case//3 det//DT|NEU|SIN|DEF//det//3 s.k.//AB|AN//amod//3 näringslivsregistret//NN|NEU|SIN|DEF|NOM//obl//4 tillhandahåller//VB|PRS|AKT//ROOT//4 Bolagsverket//NN|NEU|SIN|DEF|NOM//nmod:poss//6 information//NN|UTR|SIN|IND|NOM//obj//4 om//PP//case//9 svenska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//9 företag//NN|NEU|PLU|IND|NOM//nmod//6 .//MAD//punct//6
